pod1_mem,pod1_cpu,pod2_mem,pod2_cpu
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22412,0.341730368,21576,0.343417379
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
22444,0.135105738,21604,0.135466703
